#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery
#Serial Number: SN:210244625498
#Date Time: 2020-10-26 16:13:03.755
#Sample rate: 4e+06Hz
#Samples: 8192
#Trigger: Source: V(R+Mem) Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#V(R+Mem): Range: 200 mV/div Offset: 0 V Attenuation: 1 X
#V(R): Range: 100 mV/div Offset: 0 V Attenuation: 1 X
#V(Mem): Function: C1-C2 
#Memristance: Function: (20000*M1 )/C2 
#I(Mem): Function: C1 / (20000 + M2 )
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 750 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: OFF
#Positive Supply: Rdy
#Negative Supply: Rdy

Time (s),V(R+Mem) (V),V(R) (V),V(Mem) (V),Memristance (O),I(Mem) (A)
-0.0010238928571428571,-0.11461625860403657,0.007181003100286783,-0.12179726170432335,-339220.74674904183,3.5905015501433916e-7
-0.001023642857142857,-0.1129392845475322,0.007181003100286631,-0.12012028764781883,-334550.1623388084,3.5905015501433154e-7
-0.0010233928571428573,-0.11193310011363077,0.006845410923506794,-0.11877851103713756,-347031.06172708573,3.422705461753397e-7
-0.0010231428571428572,-0.11025612605712719,0.007181003100286631,-0.11743712915741382,-327077.2272824293,3.590501550143315e-7
-0.0010228928571428572,-0.10891454681192328,0.007516595277066925,-0.1164311420889902,-309797.55540176743,3.7582976385334624e-7
-0.0010226428571428572,-0.10891454681192328,0.0065098187467265,-0.11542436555864978,-354616.2191280413,3.2549093733632496e-7
-0.0010223928571428571,-0.1069021779441186,0.007181003100286783,-0.11408318104440539,-317736.05846194195,3.5905015501433916e-7
-0.001022142857142857,-0.10488980907631298,0.007181003100286631,-0.11207081217659962,-312131.3571696588,3.5905015501433154e-7
-0.001021892857142857,-0.10287744020850922,0.006845410923506794,-0.10972285113201602,-320573.4538308969,3.422705461753397e-7
-0.0010216428571428572,-0.10287744020850922,0.007181003100286631,-0.11005844330879586,-306526.6558773745,3.590501550143315e-7
-0.0010213928571428572,-0.10287744020850922,0.006174226569946358,-0.10905166677845558,-353248.02400117635,3.087113284973179e-7
-0.0010211428571428572,-0.10120046615200531,0.005838634393166216,-0.10703910054517153,-366658.0002695651,2.919317196583108e-7
-0.0010208928571428571,-0.10019428171810296,0.0065098187467265,-0.10670410046482946,-327825.10425036406,3.25490937336325e-7
-0.0010206428571428571,-0.09885270247289984,0.0065098187467265,-0.10536252121962635,-323703.394269183,3.25490937336325e-7
-0.001020392857142857,-0.09717572841639578,0.006845410923506336,-0.10402113933990212,-303914.9599703539,3.422705461753168e-7
-0.0010201428571428573,-0.09684033360509532,0.006174226569946663,-0.10301456017504199,-333692.1928860552,3.087113284973331e-7
-0.0010198928571428572,-0.09549875435989263,0.006509818746726347,-0.10200857310661898,-313399.1193162395,3.2549093733631734e-7
-0.0010196428571428572,-0.0944925699259897,0.0065098187467265,-0.1010023886727162,-310307.83683034446,3.2549093733632496e-7
-0.0010193928571428572,-0.092480201058185,0.0065098187467265,-0.0989900198049115,-304125.2718585727,3.2549093733632496e-7
-0.0010191428571428571,-0.09113862181298188,0.007516595277066925,-0.0986552170900488,-262499.7447741935,3.7582976385334624e-7
-0.001018892857142857,-0.09013243737907876,0.0068454109235066415,-0.0969778483025854,-283336.82049552514,3.422705461753321e-7
-0.001018642857142857,-0.08845546332257516,0.006845410923506947,-0.0953008742460821,-278437.26347770303,3.422705461753473e-7
-0.0010183928571428573,-0.08744927888867375,0.00751659527706662,-0.09496587416574037,-252683.21804018045,3.75829763853331e-7
-0.0010181428571428572,-0.0864430944547714,0.007181003100286936,-0.09362409755505834,-260754.92865702117,3.5905015501434684e-7
-0.0010178928571428572,-0.08476612039826703,0.007852187453847068,-0.0926183078521141,-235904.47476323828,3.926093726923534e-7
-0.0010176428571428572,-0.08375993596436468,0.007516595277066925,-0.0912765312414316,-242866.6913061439,3.7582976385334624e-7
-0.0010173928571428571,-0.08342454115306391,0.007181003100286783,-0.0906055442533507,-252347.8767185945,3.5905015501433916e-7
-0.001017142857142857,-0.08208296190785985,0.0068454109235066415,-0.0889283728313665,-259818.9468100241,3.4227054617533204e-7
-0.001016892857142857,-0.08007059304005563,0.006845410923506489,-0.08691600396356212,-253939.4783886557,3.4227054617532447e-7
-0.0010166428571428572,-0.0790644086061542,0.006509818746726652,-0.08557422735288085,-262908.1720467576,3.254909373363326e-7
-0.0010163928571428572,-0.07872901379485298,0.006174226569946358,-0.08490324036479933,-275024.6995407458,3.087113284973179e-7
-0.0010161428571428572,-0.07738743454964983,0.007181003100286783,-0.08456843764993661,-235533.77284173365,3.5905015501433916e-7
-0.0010158928571428571,-0.07604585530444671,0.007516595277066925,-0.08356245058151364,-222341.22631681937,3.7582976385334624e-7
-0.001015642857142857,-0.0750396708705436,0.007516595277067078,-0.08255626614761068,-219663.9917529886,3.7582976385335386e-7
-0.001015392857142857,-0.07336269681403984,0.007852187453846915,-0.08121488426788676,-206859.25990750082,3.9260937269234574e-7
-0.0010151428571428573,-0.07202111756883794,0.007516595277067078,-0.07953771284590502,-211632.28806151744,3.758297638533538e-7
-0.0010148928571428572,-0.07135032794623608,0.007181003100286936,-0.07853133104652302,-218719.66896486966,3.590501550143468e-7
-0.0010146428571428572,-0.0693379590784311,0.007181003100286783,-0.07651896217871788,-213114.967672586,3.5905015501433916e-7
-0.0010143928571428572,-0.06866716945582951,0.0068454109235066415,-0.07551258037933616,-220622.4906675258,3.4227054617533204e-7
-0.0010141428571428571,-0.06766098502192719,0.0068454109235066415,-0.07450639594543383,-217682.75645683825,3.422705461753321e-7
-0.001013892857142857,-0.06564861615412203,0.007181003100287089,-0.07282961925440912,-202839.68197005166,3.5905015501435436e-7
