#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery
#Serial Number: SN:210244625498
#Date Time: 2020-10-26 16:20:05.544
#Sample rate: 4e+06Hz
#Samples: 8192
#Trigger: Source: V(R+Mem) Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#V(R+Mem): Range: 200 mV/div Offset: 0 V Attenuation: 1 X
#V(R): Range: 100 mV/div Offset: 0 V Attenuation: 1 X
#V(Mem): Function: C1-C2 
#Memristance: Function: (20000*M1 )/C2 
#I(Mem): Function: C1 / (20000 + M2 )
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 750 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: OFF
#Positive Supply: Rdy
#Negative Supply: Rdy

Time (s),V(R+Mem) (V),V(R) (V),V(Mem) (V),Memristance (O),I(Mem) (A)
-0.00202375,-0.11562244303793892,0.0034894891557052245,-0.11911193219364415,-682689.7971521089,1.7447445778526118e-7
-0.0020235,-0.11293928454753388,0.004160673509265202,-0.11709995805679908,-562889.4350688016,2.0803367546326014e-7
-0.00202325,-0.11226849492493064,0.004160673509265355,-0.116429168434196,-559665.0069990908,2.0803367546326774e-7
-0.002023,-0.1112623104910292,0.003825081332485519,-0.11508739182351473,-601751.3449771896,1.912540666242759e-7
-0.0020227500000000002,-0.10958533643452636,0.004160673509265202,-0.11374600994379157,-546767.2947204193,2.0803367546326014e-7
-0.0020225,-0.10824375718932172,0.0041606735092655075,-0.11240443069858723,-540318.4385810181,2.0803367546327541e-7
-0.0020222499999999997,-0.10723757275541815,0.004496265686045344,-0.11173383844146349,-497007.27778717456,2.2481328430226722e-7
-0.002022,-0.1058959935102161,0.004160673509265355,-0.11005666701948146,-529032.9403371733,2.0803367546326774e-7
-0.00202175,-0.10556059869891564,0.003825081332485519,-0.10938568003140116,-571939.106770957,1.9125406662427594e-7
-0.0020215,-0.10421901945371158,0.004496265686045497,-0.10871528513975708,-483580.34302627394,2.248132843022748e-7
-0.00202125,-0.10254204539720843,0.0041606735092655075,-0.10670271890647394,-512910.7999887758,2.080336754632754e-7
-0.0020210000000000002,-0.10120046615200654,0.0034894891557058346,-0.10468995530771237,-600030.2659575905,1.7447445778529176e-7
-0.00202075,-0.0995234920955014,0.0041606735092655075,-0.10368416560476691,-498400.87367523584,2.0803367546327536e-7
-0.0020204999999999997,-0.09751112322769673,0.0051674500396047115,-0.10267857326730144,-397405.1901048045,2.583725019802356e-7
-0.00202025,-0.09751112322769642,0.0038250813324852135,-0.10133620456018164,-529851.2410680811,1.912540666242607e-7
-0.00202,-0.09684033360509547,0.003489489155705377,-0.10032982276080085,-575040.1751314236,1.7447445778526886e-7
-0.00201975,-0.09549875435989202,0.004496265686044733,-0.09999502004593676,-444791.4203838607,2.2481328430223664e-7
-0.0020195,-0.09549875435989202,0.002482712625364799,-0.09798146698525682,-789309.7733843429,1.2413563126823993e-7
-0.00201925,-0.09415717511469013,0.0031538969789244725,-0.0973110720936146,-617084.6590354035,1.576948489462236e-7
-0.002019,-0.09348638549208735,0.003825081332485366,-0.09731146682457271,-508807.3082166025,1.912540666242683e-7
-0.0020187499999999997,-0.0921448062468824,0.003825081332485977,-0.09596988757936838,-501792.6639327096,1.9125406662429883e-7
-0.0020185,-0.09013243737907907,0.004496265686045802,-0.09462870306512487,-420921.31414211617,2.2481328430229009e-7
-0.00201825,-0.08912625294517763,0.004831857862825638,-0.09395811080800327,-388910.90539264097,2.415928931412819e-7
-0.002018,-0.08744927888867284,0.0055030422163856165,-0.09295232110505845,-337821.5810458049,2.7515211081928087e-7
-0.00201775,-0.08644309445477094,0.004496265686045649,-0.09093936014081659,-404510.61610104906,2.248132843022825e-7
-0.0020175,-0.08476612039826856,0.005167450039605322,-0.08993357043787388,-348077.1744229365,2.5837250198026617e-7
-0.00201725,-0.08375993596436468,0.0055030422163860745,-0.08926297818075075,-324413.2051720694,2.751521108193037e-7
-0.0020169999999999997,-0.08241835671915927,0.0041606735092664235,-0.0865790302284257,-416177.9578984243,2.0803367546332115e-7
-0.00201675,-0.0807413826626572,0.004831857862826249,-0.08557324052548344,-354204.2955519862,2.415928931413124e-7
-0.0020165,-0.07973519822875576,0.005838634393165758,-0.08557383262192152,-293129.61511030333,2.9193171965828794e-7
-0.00201625,-0.07805822417224986,0.005838634393165911,-0.08389685856541577,-287385.21001971536,2.9193171965829557e-7
-0.002016,-0.0763812501157475,0.0055030422163860745,-0.08188429233213358,-297596.45342465915,2.7515211081930374e-7
-0.00201575,-0.07537506568184607,0.005838634393165911,-0.08121370007501198,-278194.16187481256,2.9193171965829557e-7
-0.0020155,-0.0753750656818447,0.00516745003960578,-0.08054251572145048,-311730.2154994618,2.58372501980289e-7
-0.0020152499999999997,-0.07436888124794097,0.004831857862826249,-0.07920073911076722,-327827.27207311406,2.415928931413124e-7
-0.0020150000000000003,-0.07302730200274152,0.005167450039605475,-0.078194752042347,-302643.4757686311,2.5837250198027374e-7
-0.00201475,-0.07135032794623654,0.0061742265699459,-0.07752455451618244,-251123.12817785988,3.08711328497295e-7
-0.0020145,-0.07000874870103205,0.005503042216386685,-0.07551179091741873,-274436.5314609595,2.751521108193343e-7
-0.00201425,-0.0693379590784311,0.006174226569946358,-0.07551218564837746,-244604.51780613392,3.087113284973179e-7
-0.002014,-0.06833177464452966,0.0065098187467261944,-0.07484159339125586,-229934.49219732615,3.254909373363097e-7
-0.00201375,-0.06699019539932487,0.0065098187467265,-0.07350001414605137,-225812.78221612936,3.2549093733632496e-7
-0.0020134999999999997,-0.06531322134281943,0.006509818746727416,-0.07182304008954685,-220660.64473962339,3.2549093733637076e-7
-0.0020132500000000003,-0.0636362472863201,0.007181003100285867,-0.07081725038660597,-197234.980677805,3.590501550142933e-7
-0.002013,-0.06229466804111468,0.007516595277066925,-0.0698112633181816,-185752.35394454518,3.7582976385334624e-7
-0.0020127499999999998,-0.06128848360721142,0.0065098187467261944,-0.0677983023539376,-208295.51479611828,3.2549093733630977e-7
-0.0020125,-0.06028229917330999,0.006174226569946358,-0.06645652574325635,-215270.77113347244,3.087113284973179e-7
-0.00201225,-0.0592761147394081,0.006845410923506336,-0.06612152566291443,-193184.97136778515,3.422705461753169e-7
-0.002012,-0.057934535494204215,0.0055030422163860745,-0.06343757771059029,-230554.57405613235,2.751521108193037e-7
-0.00201175,-0.05726374587160326,0.0055030422163860745,-0.06276678808798933,-228116.6875336427,2.7515211081930374e-7
-0.0020115000000000003,-0.05692835106030248,0.005838634393165911,-0.06276698545346839,-215005.7058785424,2.919317196582956e-7
-0.00201125,-0.056592956249001396,0.005167450039605933,-0.06176040628860733,-239036.29765259288,2.583725019802966e-7
-0.0020109999999999998,-0.05458058738119518,0.005838634393166827,-0.06041922177436201,-206963.53875171102,2.919317196583413e-7
-0.00201075,-0.0529036133246928,0.0065098187467265,-0.0594134320714193,-182534.82741373003,3.25490937336325e-7
-0.0020105,-0.051226639268189655,0.006845410923506489,-0.058072050191696145,-169667.0976822804,3.4227054617532447e-7
-0.00201025,-0.05089124445688735,0.005838634393166674,-0.056729878850054025,-194325.84755246644,2.919317196583337e-7
-0.00201,-0.049214270400384966,0.0068454109235061835,-0.05605968132389115,-163787.6292609133,3.422705461753092e-7
-0.0020097500000000003,-0.048208085966482773,0.007181003100286478,-0.05538908906676925,-154265.6041035819,3.590501550143239e-7
-0.0020095,-0.04720190153257952,0.006174226569946358,-0.05337612810252588,-172899.80371740588,3.0871132849731794e-7
-0.0020092499999999998,-0.04586032228737517,0.00650981874672711,-0.05237014103410228,-160895.85001251384,3.2549093733635556e-7
